Python运维开发工程师（初级）,深圳市神州动力数码有限公司,大专,4K-6K,"['五险一金', '交通补助', '餐补', '房补', '节日福利']",不限
python开发工程师,深圳市芒柠科技有限公司,大专,10K-15K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '员工旅游']",1-3年
Python开发(J12913),银雁科技服务集团股份有限公司,学历不限,10K-15K,"['五险一金', '绩效奖金', '不加班', '节日福利', '高温补贴']",不限
Python人工智能工程师助理,粤嵌众创科技(深圳)有限公司,本科,8K-10K,"['五险一金', '包住', '高温补贴', '节日福利', '年终分红']",不限
高级后端研发工程师(node/python),深圳市中联创新自控系统有限公司,本科,18K-30K,"['五险一金', '绩效奖金', '股票期权', '带薪年假', '节日福利']",3-5年
python开发工程师,北京尚诚同力品牌管理股份有限公司,大专,10K-20K,"['周末双休', '五险一金', '年底双薪', '绩效奖金', '年终分红']",3-5年
Python工程师,深圳市中联创新自控系统有限公司,本科,15K-25K,"['五险一金', '弹性工作', '带薪年假']",1-3年
python web开发工程师,北京好乐互娱文化传媒有限公司,大专,10K-15K,"['五险一金', '全勤奖', '带薪年假', '周末双休', '节日福利']",3-5年
Python组长,深圳市比一比网络科技有限公司,大专,15K-25K,[],5-10年
Python工程师/讲师,深圳信盈达电子有限公司,大专,10K-15K,"['五险一金', '带薪年假', '员工旅游', '节日福利', '不加班']",1-3年
python爬虫工程师,深圳雷特网络科技有限公司,本科,15K-25K,"['五险一金', '定期团建', '公司重点项目', '员工旅游', '节日福利']",3-5年
Python开发,深圳德聚企业管理咨询有限公司,大专,15K-30K,"['住房补贴', '五险一金', '年底双薪', '年终分红', '餐补']",3-5年
高级Python开发工程师(J10579),深圳贝尔创意科教有限公司,本科,15K-25K,"['员工旅游', '五险一金', '定期体检']",3-5年
高级Python后端工程师,深圳德聚企业管理咨询有限公司,本科,20K-40K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '股票期权']",3-5年
Python课程运营,风变科技(深圳)有限公司,大专,5K-10K,"['五险一金', '补充医疗保险', '带薪年假', '节日福利', '定期体检']",不限
Python 后端开发工程师,深圳市天天向善控股有限公司,本科,18K-28K,"['五险一金', '年终分红', '加班补助', '全勤奖', '带薪年假']",1-3年
高级python,深圳德聚企业管理咨询有限公司,本科,20K-40K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '股票期权']",不限
RPA软件售前工程师（Python）,上海艺赛旗软件股份有限公司,大专,7K-10K,"['五险一金', '通讯补助', '餐补', '带薪年假', '定期体检']",1-3年
赴日Python开发工程师,武汉青凌未来科技有限公司,大专,13K-26K,"['周末双休', '弹性工作', '不加班', '五险一金', '交通补助']",不限
数据挖掘工程师（python）,北京极智汇科技有限公司,大专,5K-10K,"['五险一金', '弹性工作', '节日福利', '通讯补助', '带薪年假']",3-5年
python开发,深圳猎影商务信息咨询有限公司,大专,15K-23K,"['年底双薪', '绩效奖金', '年终分红', '包吃', '包住']",1-3年
STEAM教育/Python编程老师,深圳格趣创新科技有限公司,大专,7K-10K,"['餐补', '弹性工作', '定期团建', '每年多次调薪', '节日福利']",无经验
python软件工程师,August Robotics Limited,本科,12K-18K,"['五险一金', '节日福利', '带薪年假', '股票期权', '弹性工作']",1-3年
python高级工程师,深圳市京仁电子商务有限公司,本科,20K-30K,"['五险一金', '绩效奖金', '年终分红']",3-5年
高薪Python开发工程师,深圳市熙锐网络科技有限公司,本科,10K-18K,"['五险一金', '绩效奖金', '股票期权', '带薪年假', '定期体检']",1-3年
Python开发工程师,深圳市佰汇信息技术有限公司,本科,15K-20K,"['五险一金', '绩效奖金', '出国游', '带薪年假', '交通补助']",3-5年
Python开发工程师,深圳职人网络技术有限公司,大专,8K-15K,"['五险一金', '带薪年假', '项目奖金', '交通补助', '高温补贴']",1-3年
运维工程师（Python方向）,深圳市丽海弘金科技有限公司,大专,6K-10K,"['创业公司', '五险一金', '加班补助', '带薪年假', '定期体检']",1-3年
Python开发工程师,深圳房讯通信息技术有限公司,本科,15K-20K,[],3-5年
python开发,深圳市鼎驰科技发展有限公司,本科,15K-17K,"['节日福利', '员工旅游', '不加班', '周末双休', '定期团建']",3-5年
python开发工程师,上饶市盛夏文化传播有限公司,本科,15K-20K,"['五险一金', '年底双薪', '房补', '年终分红', '餐补']",3-5年
Python 高级开发工程师,天下同音(深圳)信息科技有限公司,本科,18K-20K,"['五险一金', '年底双薪', '年终分红', '绩效奖金', '带薪年假']",3-5年
python工程师、,深圳市鼎驰科技发展有限公司,本科,10K-17K,"['节日福利', '员工旅游', '不加班', '带薪年假', '周末双休']",3-5年
python开发助理,深圳市川石信息技术有限公司,大专,5K-8K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '加班补助']",1年以下
Python 开发工程师,天下同音(深圳)信息科技有限公司,本科,15K-16K,"['五险一金', '年底双薪', '年终分红', '绩效奖金', '带薪年假']",3-5年
python高级工程师,深圳市美铁科技有限公司,本科,15K-20K,"['年终分红', '绩效奖金', '股票期权']",1-3年
Python软件助理工程师,深圳市川石信息技术有限公司,大专,6K-8K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '加班补助']",1年以下
python讲师,北京一天天教育科技有限公司,大专,20K-40K,"['五险一金', '绩效奖金', '年终分红', '带薪年假', '弹性工作']",3-5年
少儿编程/python讲师,深圳盛思教育咨询有限公司,本科,10K-15K,"['五险一金', '绩效奖金', '员工旅游', '节日福利', '创业公司']",1-3年
python开发,深圳市鼎驰科技发展有限公司,本科,15K-17K,"['节日福利', '员工旅游', '不加班', '周末双休', '定期团建']",3-5年
python,北京鼎驰信诚科技发展有限公司,本科,13K-17K,"['五险一金', '带薪年假', '员工旅游', '不加班']",3-5年
Python 爬虫工程师,慧科讯业(北京)网络科技有限公司深圳分公司,本科,7K-14K,"['五险一金', '年底双薪', '节日福利', '周末双休']",1-3年
Python高级开发工程师-网络爬虫方向,深圳市美铁科技有限公司,本科,10K-15K,[],1-3年
python开发,深圳樱吉尔企业咨询管理有限公司,本科,11K-18K,"['五险一金', '绩效奖金', '交通补助', '全勤奖', '通讯补助']",3-5年
python开发,北京鼎驰信诚科技发展有限公司,大专,13K-16K,"['五险一金', '带薪年假', '绩效奖金', '员工旅游', '不加班']",3-5年
Python开发工程师（小雨鹿）,重庆小雨点小额贷款有限公司,本科,12K-20K,"['节日福利', '弹性工作', '周末双休', '定期团建', '五险一金']",5-10年
python组长,深圳市比一比网络科技有限公司,大专,15K-25K,"['五险一金', '绩效奖金', '加班补助', '带薪年假', '员工旅游']",5-10年
python工程师,江苏蓝聘人才管理科技有限公司,大专,15K-30K,"['五险一金', '绩效奖金', '带薪年假', '周末双休', '节日福利']",3-5年
Python人工智能,深圳市川石信息技术有限公司,大专,6K-8K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '加班补助']",1年以下
Python高级开发工程师,深圳市斯瑞达电子有限公司,大专,15K-30K,"['五险一金', '年底双薪', '全勤奖', '节日福利', '每年多次调薪']",5-10年
python开发工程师,深圳市斯瑞达电子有限公司,大专,10K-12K,"['五险一金', '年底双薪', '全勤奖', '节日福利', '每年多次调薪']",1-3年
python开发工程师,深圳市川石信息技术有限公司,大专,5K-7K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '加班补助']",1年以下
Python算法工程师助理包住,深圳衡威尔科技有限公司,本科,10K-15K,"['创业公司', '周末双休', '五险一金', '绩效奖金', '包吃']",不限
Python后端工程师,深圳市升幂科技有限公司,本科,12K-15K,"['定期团建', '创业公司', '公司重点项目', '弹性工作', '五险一金']",1-3年
python开发工程师,深圳市三通商务汽车租赁有限公司,大专,10K-15K,"['五险一金', '周末双休', '公司重点项目', '带薪年假', '弹性工作']",3-5年
系统开发工程师 (Python方向),深圳玮锡科技有限公司,本科,18K-25K,"['五险一金', '股票期权', '弹性工作', '周末双休', '绩效奖金']",3-5年
Python开发工程师,深圳市艾思诺科技有限公司,大专,10K-15K,"['五险一金', '绩效奖金', '节日福利']",不限
python运维开发工程师,深圳市联畅信息技术有限公司,本科,10K-15K,"['周末双休', '五险一金', '带薪年假', '节日福利', '员工旅游']",1-3年
英语Java，C语言，Python课程辅导,深圳市骏昇科技有限公司,本科,4K-6K,[],1年以下
SW JAVA开发工程师,顺丰科技有限公司,本科,薪资面议,"['五险一金', '年底双薪', '绩效奖金', '餐补', '交通补助']",3-5年
seo优化,深圳市优为网络科技有限公司,学历不限,20K-40K,"['绩效奖金', '年底双薪', '包吃', '包住', '餐补']",3-5年
数据库管理（DBA）,智联RPO,本科,15K-25K,"['五险一金', '年底双薪', '绩效奖金', '带薪年假', '节日福利']",5-10年
系统运维工程师,智联RPO,本科,10K-20K,"['五险一金', '年底双薪', '绩效奖金', '带薪年假', '节日福利']",不限
初级软件测试开发工程师（晋升大）,深圳前海百川投资管理咨询有限公司,本科,6K-8K,"['14薪', '五险一金', '全勤奖', '餐补', '房补']",无经验
